Maricopa County Community College Dist,https://www.facebook.com/maricopa.edu,http://twitter.com/mcccd,http://www.youtube.com/user/themcccdEDU,http://www.linkedin.com/company/maricopa-community-colleges,http://news.google.com/news?um=1&ned=us&hl=en&q=+Maricopa+County+Community+College+Dist&output=rss
Marquette Univ,https://www.facebook.com/MarquetteU,https://twitter.com/marquetteu,https://www.youtube.com/user/MarquetteU,http://www.linkedin.com/groupInvitation?groupID=46939&sharedKey=0190F87BDED1,https://news.marquette.edu/feed/
Massachusetts Institute of Technology,http://www.facebook.com/MITnews,http://twitter.com/mit,http://www.youtube.com/mit,https://www.linkedin.com/edu/massachusetts-institute-of-technology-18494,http://newsoffice.mit.edu//rss/feed
MCPHS Univ,https://www.facebook.com/MCPHSBoston,https://twitter.com/mcphs,https://www.youtube.com/user/MCPHStv,https://www.linkedin.com/company/mcphs,http://news.google.com/news?um=1&ned=us&hl=en&q=+MCPHS+University&output=rss
Metropolitan Community College,http://www.facebook.com/MCCnebraska,http://twitter.com/mccneb,http://www.youtube.com/mccnebraska,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Metropolitan+Community+College&output=rss
Miami Univ,http://www.facebook.com/MiamiUniversity,http://twitter.com/miamiuniversity,http://youtube.com/miamiofohio,https://www.linkedin.com/edu/miami-university-19116,http://25livepub.collegenet.com/calendars/oxford-featured-events.rss
Michigan State Univ,http://www.facebook.com/spartans.msu,http://twitter.com/michiganstateu,http://www.youtube.com/michiganstateu,https://www.linkedin.com/edu/school?id=18613,http://msutoday.msu.edu/rss/all/
Mississippi State Univ,https://www.facebook.com/msstate,https://twitter.com/msstate,None,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Mississippi+State+University&output=rss
Missouri State Univ,http://www.facebook.com/missouristateu,http://twitter.com/missouristate,http://www.youtube.com/missouristate,https://www.linkedin.com/company/missouri-state-university,http://news.google.com/news?um=1&ned=us&hl=en&q=+Missouri+State+University&output=rss
Missouri Univ of Science & Technology,http://www.facebook.com/MissouriSandT,http://twitter.com/MissouriSandT,http://www.youtube.com/user/MissouriSandT/,https://www.linkedin.com/edu/missouri-university-of-science-and-technology-42027,http://news.mst.edu/feed/
Moody Bible Institute,None,None,None,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Moody+Bible+Institute&output=rss
Morehead State Univ,http://www.facebook.com/MoreheadStateUniversity,http://twitter.com/moreheadstate,http://www.youtube.com/msueaglevideo,None,http://www.moreheadstate.edu/rss/news.aspx
Morehouse College,https://www.facebook.com/Morehouse1867/,https://twitter.com/Morehouse,https://www.youtube.com/user/MorehouseCollege,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Morehouse+College&output=rss
Muhlenberg College,http://www.facebook.com/MuhlenbergCollege,http://twitter.com/muhlenberg,None,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Muhlenberg+College&output=rss
North Carolina State Univ,https://www.facebook.com/ncstate,http://www.twitter.com/ncstate/,https://www.youtube.com/ncstate,http://www.linkedin.com/edu/north-carolina-state-university-18786,http://news.google.com/news?um=1&ned=us&hl=en&q=+North+Carolina+State+University&output=rss
North Dakota State Univ,http://www.facebook.com/ndsu.fargo,http://twitter.com/NDSUNews/,http://www.youtube.com/ndsuofficial,https://www.linkedin.com/company/north-dakota-state-university,https://www.ndsu.edu/news/view/file.rss
Northeastern Univ,http://www.facebook.com/northeastern,https://twitter.com/northeastern,http://www.youtube.com/northeastern,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Northeastern+University&output=rss
Northern Arizona Univ,https://www.facebook.com/NAUFlagstaff,https://twitter.com/nau,None,https://www.linkedin.com/edu/northern-arizona-university-17776,http://news.google.com/news?um=1&ned=us&hl=en&q=+Northern+Arizona+University&output=rss
Northern Kentucky Univ,http://www.facebook.com/nkuedu,http://twitter.com/nkuedu,http://www.youtube.com/user/nku,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Northern+Kentucky+University&output=rss
Nova Southeastern Univ,http://www.facebook.com/NovaSoutheastern,http://www.twitter.com/novaSE,http://www.youtube.com/novauniversity,http://www.linkedin.com/edu/school?id=18106,http://news.google.com/news?um=1&ned=us&hl=en&q=+Nova+Southeastern+University&output=rss
Oakland Community College,https://www.facebook.com/OCCofficial,https://twitter.com/OCCollege,http://www.youtube.com/user/OCCollegeOfficial,https://www.linkedin.com/edu/school?id=20115,http://news.google.com/news?um=1&ned=us&hl=en&q=+Oakland+Community+College&output=rss
Ohio State Univ,https://www.facebook.com/osu,https://www.twitter.com/ohiostate,http://www.youtube.com/user/OhioStateUniversity,None,"http://www.osu.edu
/rss-feeds.html"
Ohio Univ,http://www.facebook.com/OhioUniversity/,http://twitter.com/ohiou/,http://www.youtube.com/ohiouniv/,https://www.linkedin.com/edu/ohio-university-19128,"http://www.ohio.edu/compass/headlines/index.cfm?xml=Compass%20-%20News%20Headlines,RSS2.0"
Oregon Health & Science Univ,https://www.facebook.com/OHSUedu,https://twitter.com/OHSUNews,http://www.youtube.com/user/OHSUvideo,http://www.linkedin.com/edu/oregon-health-and-science-university-19198,http://news.google.com/news?um=1&ned=us&hl=en&q=+Oregon+Health+&+Science+University&output=rss
Oregon State Univ,http://facebook.com/osubeavers,None,https://www.youtube.com/user/OregonStateUniv,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Oregon+State+University&output=rss
Ozarks Technical Community College,http://www.facebook.com/pages/Springfield-MO/Ozarks-Technical-Community-College/30169686052,http://twitter.com/otcedu,http://www.youtube.com/user/OTCvids,None,"http://www.otc.edu
//news/rss.php"
Pace Univ,https://www.facebook.com/paceuniversity,https://twitter.com/paceuniversity,http://www.youtube.com/user/paceuniversity/videos,https://www.linkedin.com/company/pace-university,http://news.google.com/news?um=1&ned=us&hl=en&q=+Pace+University&output=rss
Penn State Univ,http://www.facebook.com/PennState,https://twitter.com/penn_state,http://www.youtube.com/pennstate,https://www.linkedin.com/edu/school?id=19318,http://news.psu.edu/rss/top-news
Pittsburg State Univ,None,None,None,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Pittsburg+State+University&output=rss
Portland State Univ,https://www.facebook.com/portlandstatefans,https://twitter.com/portland_state,None,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Portland+State+University&output=rss
Princeton Univ,http://www.facebook.com/PrincetonU,http://twitter.com/princeton,http://www.youtube.com/profile?user=princetonuniversity,None,"http://www.princeton.edu
//main/news/multimedia/rss/"
Purdue Univ - West Lafayette,http://www.facebook.com/PurdueUniversity,http://twitter.com/LifeAtPurdue,http://www.youtube.com/purdue,https://www.linkedin.com/edu/purdue-university-18357,https://www.purdue.edu/newsroom/rss/FeaturedNews.xml
Quinnipiac Univ,https://www.facebook.com/QuinnipiacUniversity,http://twitter.com/QuinnipiacU,http://www.youtube.com/quinnipiacuniversity,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Quinnipiac+University&output=rss
Rasmussen,http://www.facebook.com/rasmussencollege?ref=ts,http://twitter.com/rasmussen,https://www.youtube.com/user/Rasmussencollege/,https://www.linkedin.com/edu/school?id=33003&trk=tyah&trkInfo=idx%3A6-1-13%2CtarId%3A1424811180514%2Ctas%3Arasmussen,http://www.rasmussen.edu/rss/
Rensselaer Polytechnic Institute,https://www.facebook.com/RPI.EDU,https://twitter.com/rpinews,http://www.youtube.com/user/rpirensselaer,https://www.linkedin.com/edu/school?id=19005,https://webforms.rpi.edu/rensselaer-web-site-feedback
Research Foundation of SUNY - Stony Brook,https://www.facebook.com/rfsuny,https://twitter.com/sburesearch,https://www.youtube.com/embed/videoseries?list=PLPj165Xjp59sLmp16CulytWn6D15BQdRR,https://www.linkedin.com/titlestudent-at-research-foundation-of-suny,http://research.stonybrook.edu/researchnewsfeed
Rice Univ,https://www.facebook.com/riceuniversity,https://twitter.com/riceuniversity,http://www.youtube.com/riceuniversity,https://www.linkedin.com/edu/school?id=19472,http://news.google.com/news?um=1&ned=us&hl=en&q=+Rice+University&output=rss
Rock Valley College,http://www.facebook.com/rvcgoldeneagles,http://www.twitter.com/rvcgoldeneagles,http://www.youtube.com/rockvalleycollege1,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Rock+Valley+College&output=rss
Roosevelt Univ,http://www.facebook.com/home.php?#/RooseveltUniversity?ref=ts,https://twitter.com/RooseveltU,http://www.youtube.com/user/RooseveltUniversity,http://www.linkedin.com/groups?gid=3734699,http://news.google.com/news?um=1&ned=us&hl=en&q=+Roosevelt+University&output=rss
Rosalind Franklin Univ of Medicine & Science,http://www.facebook.com/rfums,http://twitter.com/RFUniversity,http://www.youtube.com/rosalindfranklinu,https://www.linkedin.com/edu/school?id=18298&trk=tyah&trkInfo=clickedVertical%3Aschool%2Cidx%3A3-1-4%2CtarId%3A1430228389425%2Ctas%3Arosalind%20franklin%20uni,http://www.rosalindfranklin.edu/AcademicResources/GrossAnatomyLab.aspx
Rose-Hulman Institute of Technology,http://www.facebook.com/pages/Terre-Haute-IN/Rose-Hulman-Institute-of-Technology/10046401301?ref=ts,http://www.twitter.com/rosehulman,http://www.youtube.com/rosehulmaninstitute,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Rose-Hulman+Institute+of+Technology&output=rss
Rush Univ Medical Center,https://www.facebook.com/RushUniversityMedicalCenter,https://twitter.com/RushMedical,http://www.youtube.com/user/rushmedicalcenter,https://www.linkedin.com/company/rush-university-medical-center?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A213486021400874835591%2CVSRPtargetId%3A7488%2CVSRPcmpt%3Aprimary,https://www.rush.edu//quality-care/quality-rush/patient-feedback-rush-university-medical-center
Rutgers State Univ of New Jersey,https://www.facebook.com/RutgersU?utm_source=uwide_links&utm_medium=web&utm_campaign=uwide_links,https://twitter.com/RutgersU?utm_source=uwide_links&utm_medium=web&utm_campaign=uwide_links,http://www.youtube.com/Rutgers?utm_source=uwide_links&utm_medium=web&utm_campaign=uwide_links,http://www.linkedin.com/groups/Rutgers-Alumni-37533/about?utm_source=uwide_links&utm_medium=web&utm_campaign=uwide_links,http://news.rutgers.edu//rss/today
Saint Louis Univ,http://www.facebook.com/SaintLouisU,http://twitter.com/SLU_Official,https://www.youtube.com/user/SaintLouisUniversity,https://www.linkedin.com/company/saint-louis-university,http://news.google.com/news?um=1&ned=us&hl=en&q=+Saint+Louis+University&output=rss
Sam Houston State Univ,http://www.facebook.com/samhoustonstate,http://twitter.com/samhoustonstate,https://www.youtube.com/channel/UCKfJV7HQ7sw23LGbBvTxQJQ,http://www.linkedin.com/company/sam-houston-state-university,http://news.google.com/news?um=1&ned=us&hl=en&q=+Sam+Houston+State+University&output=rss
San Diego State Univ,http://www.facebook.com/SanDiegoState,http://twitter.com/sdsu,http://www.youtube.com/sdsuvideo,None,http://google.calstate.edu/search?access=p&site=sdsu&client=sdsu-edu&proxystylesheet=sdsu-edu&oe=UTF-8&output=xml_no_dtd&sort=date%253AD%253AL%253Ad1&q=
San Francisco State Univ,https://www.facebook.com/sanfranciscostate,https://twitter.com/sfsu,https://www.youtube.com/user/sanfranciscostate,https://www.linkedin.com/edu/school?id=17909&trk=tyah&trkInfo=tarId%3A1408051504149%2Ctas%3ASan%20Francisco%20State%20University%2Cidx%3A2-1-4,http://news.google.com/news?um=1&ned=us&hl=en&q=+San+Francisco+State+University&output=rss
Santa Clara Univ,https://www.facebook.com/SantaClaraUniversity,https://twitter.com/santaclarauniv,None,http://www.linkedin.com/groups?home=&gid=43714,http://www.scu.edu/utility/feedback.cfm
"School District of Palm Beach County
",https://www.facebook.com/pages/School-District-of-Palm-Beach-County/437591023016405,https://twitter.com/pbpschools,https://www.youtube.com/channel/UCIK9U-c6_PllykRg3PoZtPA,https://www.linkedin.com/company/school-district-of-palm-beach-county,http://news.palmbeachschools.org/districtnews/feed/
"Seattle Community College District VI
",http://www.facebook.com/seattlecommunitycolleges,https://twitter.com/#!/SeattleColleges,,,http://news.google.com/news?um=1&ned=us&hl=en&q=+Seattle+Community+College+District+VI&output=rss
Seminole State College of Florida,http://www.facebook.com/seminolestate,http://twitter.com/#!/SeminoleState,http://www.youtube.com/SeminoleStateCollege,http://www.linkedin.com/company/seminole-state-college-of-florida,http://news.google.com/news?um=1&ned=us&hl=en&q=+Seminole+State+College+of+Florida&output=rss
Skidmore College,https://www.facebook.com/SkidmoreCollege,https://twitter.com/#!/skidmorecollege,http://www.youtube.com/user/SkidmoreCollege,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Skidmore+College&output=rss
Sonoma State Univ,http://www.facebook.com/sonomastateuniversity,http://twitter.com/ssu_1961,http://www.youtube.com/csusonoma/,None,http://feeds.feedburner.com/SSUHighlighted
St Johns Univ,https://www.facebook.com/stjohnsu,https://twitter.com/stjohnsu,https://www.youtube.com/user/stjohnsedu,https://www.linkedin.com/company/st.-john's-university,http://news.google.com/news?um=1&ned=us&hl=en&q=+St+Johns+University&output=rss
Stanford Univ,http://www.facebook.com/stanford,https://twitter.com/Stanford,http://www.youtube.com/stanford,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Stanford+University&output=rss
Stevens Institute of Technology,http://www.facebook.com/Stevens1870,https://twitter.com/FollowStevens,http://www.youtube.com/reatstevens,http://www.linkedin.com/edu/school?id=18880&trk=edu-hp-follow-name,http://news.google.com/news?um=1&ned=us&hl=en&q=+Stevens+Institute+of+Technology&output=rss
Syracuse Univ,https://www.facebook.com/syracuseuniversity,https://twitter.com/SyracuseU,http://www.youtube.com/user/Syracuse,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Syracuse+University&output=rss
Tarleton State Univ,http://www.facebook.com/tarletonstate,http://twitter.com/tarletonstate,http://www.youtube.com/tarletonstateu,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Tarleton+State+University&output=rss
"Tarrant County Community College District
",http://www.facebook.com/TarrantCountyCollege,http://www.twitter.com/TCCollege,http://www.youtube.com/tcctrailblazers,https://www.linkedin.com/edu/tarrant-county-college-20131,http://collegian.tccd.edu/?feed=rss2
Temple Univ,http://www.facebook.com/templeu,http://twitter.com/templeuniv,http://www.youtube.com/TempleUniversity,http://us.linkedin.com/company/temple-university,http://news.google.com/news?um=1&ned=us&hl=en&q=+Temple+University&output=rss
Texas A&M International Univ,https://www.facebook.com/txamiu,https://twitter.com/txamiu,http://www.youtube.com/txamiu,None,http://www.tamiu.edu/newsinfo/newsarticles/tamiu-campus-news.rss
Texas A&M Univ - System Health Science Center,None,https://twitter.com/TAMHSC,https://www.youtube.com/channel/UCz5-DEsjZgZC2HulXbO-BWw,,http://news.tamhsc.edu/feed/
Texas A&M Univ - College Station,https://www.facebook.com/tamu,https://twitter.com/tamu,http://www.youtube.com/tamu,https://www.linkedin.com/edu/school?id=19491,http://feeds.feedburner.com/tamuNewsHeadlines
Texas A&M Univ - Commerce,https://www.facebook.com/tamuc,https://twitter.com/tamuc,http://www.youtube.com/lionsmedia,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Texas+A&M+University+-+Commerce&output=rss
Texas A&M Univ - Corpus Christi,http://www.facebook.com/islanduniversity,http://www.twitter.com/IslandCampus,http://www.youtube.com/tamuccvideogallery,https://www.linkedin.com/edu/school?id=19495,http://www.tamucc.edu/news/rss-all.rss
Texas A&M Univ - Kingsville,http://www.facebook.com/home.php?#!/javelinas?ref=ts,https://twitter.com/JavelinaNation,http://www.youtube.com/user/TAMUKJavelinaPride,None,"http://www.tamuk.edu
//news/index.xml"
Texas A&M Univ - System,https://www.facebook.com/tamusystem,https://twitter.com/tamusystem,https://www.youtube.com/user/tamusystem,https://www.linkedin.com/company/texas-a&m-university-system,http://news.tamus.edu/
Texas State Univ - San Marcos,https://www.facebook.com/TXSTATEU,https://twitter.com/txst,https://www.youtube.com/user/txstateu,https://www.linkedin.com/edu/texas-state-university-19504,https://star.txstate.edu//taxonomy/term/1/feed
Texas Tech Univ - Health Sciences Center,http://facebook.com/ttuhsc,http://twitter.com/ttuhsc/,http://www.youtube.com/ttuhsctv/,https://www.linkedin.com/edu/texas-tech-university-health-sciences-center-19507,http://news.google.com/news?um=1&ned=us&hl=en&q=+Texas+Tech+University+-+Health+Sciences+Center&output=rss
Texas Tech Univ - Lubbock,http://www.facebook.com/TexasTechYou,https://twitter.com/TexasTech,http://www.youtube.com/user/texastech/,http://www.linkedin.com/companies/texas-tech-university,https://feedburner.google.com/fb/a/mailverify?uri=TexasTechToday
Texas Woman's Univ,http://www.facebook.com/TexasWomansUniversity,http://www.twitter.com/twunews,http://www.youtube.com/user/TexasWomansUniv,http://www.linkedin.com/company/texas-woman's-university,http://news.google.com/news?um=1&ned=us&hl=en&q=+Texas+Woman's+University&output=rss
Towson Univ,https://www.facebook.com/towsonuniversity,http://twitter.com/TowsonU,http://www.youtube.com/TowsonUniversity,http://www.linkedin.com/edu/school?id=18562,http://news.google.com/news?um=1&ned=us&hl=en&q=+Towson+University&output=rss
"Trinity College
",http://www.facebook.com/pages/Trinity-FL/Trinity-College-of-Florida/117787796330,https://twitter.com/trincollegefl,http://www.youtube.com/user/trinitycollegeFL,https://www.linkedin.com/edu/trinity-college-hartford-18033,http://www.trinitycollege.edu/feed.rss
Tufts Univ,http://www.facebook.com/tuftsu,http://twitter.com/TuftsUniversity,http://www.youtube.com/tuftsu,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Tufts+University&output=rss
Tulane Univ,None,None,None,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+Tulane+University&output=rss
Tulsa Community College,http://www.facebook.com/pages/Tulsa-Community-College/149893308422295,http://twitter.com/tulsacc,http://www.youtube.com/tulsacc/,None,http://www.tulsacc.edu/rss.xml
Univ of Akron,https://www.facebook.com/UniversityofAkron,https://twitter.com/uakron,https://www.youtube.com/uakron,http://www.linkedin.com/company/the-university-of-akron,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+Akron&output=rss
Univ of Alabama - Birmingham,http://www.facebook.com/uab.edu,https://twitter.com/uabnews,https://www.youtube.com/user/UABNews,http://www.linkedin.com/company/uab,http://www.uab.edu/mailto:webcenter@uab.edu?subject=UAB Front Door Feedback
Univ of Alabama - Tuscaloosa,http://www.facebook.com/UniversityofAlabama,http://www.twitter.com/UofAlabama,http://www.youtube.com/universityofalabama,https://www.linkedin.com/company/university-of-alabama,http://uanews.ua.edu/feed/
Univ of Arizona,http://www.facebook.com/pages/Tucson-AZ/The-University-of-Arizona/6096033309?ref=s,http://twitter.com/uofa,http://www.youtube.com/Arizona,http://www.linkedin.com/edu/university-of-arizona-17783,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+Arizona&output=rss
Univ of Arkansas,https://www.facebook.com/UofArkansas,http://twitter.com/uarkansas,http://www.youtube.com/user/UniversityArkansas,http://www.linkedin.com/company/university-of-arkansas,http://news.uark.edu//RSSFeeds/Feed?type=RSS
Univ of California - Berkeley,http://www.facebook.com/UCBerkeley,https://www.twitter.com/UCBerkeley,http://www.youtube.com/user/UCBerkeley,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+California+-+Berkeley&output=rss
Univ of California - Davis,https://www.facebook.com/UCDavis,https://twitter.com/ucdavis,http://www.youtube.com/ucdavis,None,http://news.ucdavis.edu/xml/getnews.php?type=category&categories=General+Interest
Univ of California - Irvine,https://www.facebook.com/UCIrvine,https://twitter.com/ucirvine,http://www.youtube.com/ucirvine,None,http://forms.communications.uci.edu/uci-feedback/
Univ of California - Los Angeles,https://www.facebook.com/UCLANews,http://twitter.com/ucla,None,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+California+-+Los+Angeles&output=rss
Univ of California - Riverside,http://www.facebook.com/UCRiverside,http://twitter.com/UCRiverside,http://www.youtube.com/UCRiverside,http://www.linkedin.com/edu/university-of-california-riverside-17952,http://ucrtoday.ucr.edu/feed
Univ of California - San Diego,https://www.facebook.com/UCSanDiegoLife,http://twitter.com/ucsandiego,http://www.youtube.com/user/UCSanDiego,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+California+-+San+Diego&output=rss
Univ of California - San Francisco,http://facebook.com/ucsf,http://twitter.com/ucsf,https://www.youtube.com/user/ucsfpublicaffairs?sub_confirmation=1,https://www.linkedin.com/groups?gid=680877&mostPopular=&trk=tyah ,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+California+-+San+Francisco&output=rss
Univ of California - Santa Barbara,https://www.facebook.com/ucsantabarbara,https://twitter.com/ucsantabarbara,https://www.youtube.com/user/UCSBNews,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+California+-+Santa+Barbara&output=rss
Univ of California - Santa Cruz,http://www.facebook.com/ucsantacruz,http://twitter.com/ucsc,http://youtube.com/ucsantacruz,http://www.linkedin.com/groups?home=&gid=102708,http://www.ucsc.edu/../feedback/index.html
Univ of Central Florida,http://www.facebook.com/UCF,http://twitter.com/UCF,http://www.youtube.com/user/UCF,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+Central+Florida&output=rss
Univ of Central Missouri,https://www.facebook.com/UCentralMO?_rdr,http://twitter.com/UCentralMO,https://www.youtube.com/user/UCMLive,https://www.linkedin.com/company/university-of-central-missouri,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+Central+Missouri&output=rss
Univ of Chicago,http://www.facebook.com/UChicago,https://twitter.com/UChicago,http://www.youtube.com/uchicago,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+Chicago&output=rss
Univ of Colorado,https://www.facebook.com/CUPresident,https://twitter.com/CUSystem,https://www.youtube.com/user/univcoloradoboulder,http://www.linkedin.com/company/university-of-colorado,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+Colorado&output=rss
Univ of Connecticut,http://facebook.com/UConn,http://twitter.com/uconn,http://youtube.com/uconn,http://www.linkedin.com/edu/school?id=18031,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+Connecticut&output=rss
Univ of Delaware,http://www.facebook.com/udelaware,http://twitter.com/UDelaware,http://www.youtube.com/univdelaware,https://www.linkedin.com/edu/school?id=18070,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+Delaware&output=rss
Univ of Denver,http://www.facebook.com/uofdenver/,http://www.twitter.com/uofdenver,http://www.youtube.com/uofdenver,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+Denver&output=rss
Univ of Florida,http://www.facebook.com/uflorida/,https://twitter.com/UF/,http://www.youtube.com/user/universityofflorida/,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+Florida&output=rss
Univ of Hartford,https://www.facebook.com/universityofhartfordnews,https://twitter.com/uhartfordnews,https://www.youtube.com/user/UofHartford,None,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+Hartford&output=rss
Univ of Hawaii,http://www.facebook.com/universityofhawaii,http://twitter.com/uhawaiinews,http://www.youtube.com/user/UHmagazine,https://www.linkedin.com/company/university-of-hawaii,http://feeds.feedburner.com/UHawaiiSystemHome
Univ of Houston,http://www.facebook.com/universityofhouston,http://twitter.com/UHouston,None,http://www.linkedin.com/edu/school?id=19529,http://news.google.com/news?um=1&ned=us&hl=en&q=+University+of+Houston&output=rss
