906640,Lincoln College of Technology
906585,Lincoln County School District No. 2
909424,Lincoln High School
2619,Lincoln Univ
2620,Lincoln Univ
647326,Lind School District
2622,Linden Hall School for Girls
2632,Linn-Benton Community College
909218,Little Rock Christian Academy
906637,Little Rock Preperatory Academy
647645,Littlestown Area School District
906551,Livermore Valley Joint Unified School District
2635,Livingstone College
908664,Livonia Central School
905749,Lodi Unified School District
906569,Long Island School for the Gifted
901811,Longwood Central School District
715428,Louisiana Delta Community College
2706,Lower Columbia College
905757,Lubbock-Cooper Independent School District
2745,Lyndon State College
909465,Lynn Public Schools
2755,MacMurray College
905032,Madera County Office of Education
903099,Madison County Board of Education (GA)
906749,Madison Local School District
903144,Madison Parish School Board
2794,Madonna Univ
908518,Maimonides Day School - Chabad
901294,Maine College of Art
900039,Maine School Administrative District No. 61
2796,Maine Technical College System
2790,Malone College
905916,Management Council of the Ohio Education Computer Network (MCOECN)
2797,Manchester Community College
2795,Manchester Univ
906407,Manhattan-Ogden USD #383
2802,Manhattanville College
900171,"Manipal Education Americas LLC, Agent for AUA"
908803,Maple Village School
908148,Maranatha High School
907244,Marble Falls Independent School District
651013,Marengo-Union Elementary Consolidated School District 165
909775,Marian High School
909771,Mariemont City School District
907963,Marin Primary & Middle School
696179,Mars Hill Bible School
907976,Marshall Public Schools
906200,Marshfield Public Schools
906519,Martin County School District
903094,Martin Public Schools
651608,Martinez Unified School District
696229,Mary McDowell Friends School
907189,Maryknoll School
906245,"Masoras Avos, Inc."
2685,Master's College
906289,Mathis Independent School District
2918,Maumee Valley Country Day School
908257,Maxwell Public Schools
2925,Mayville State Univ
5730,McDaniel College
900066,McEwen Elementary
5296,McGeorge School of Law
906571,McKinley Children's Center
2773,McLennan Community College
2780,McPherson College
908876,Medaille College
906667,Mehlville School District
3001,Memorial Health Univ Medical Center
906293,Memphis City Schools
713632,Memphis College of Art
652879,Menasha Joint School District
908526,Mendon Upton Regional School District
2952,Menlo College
906552,Menlo School
624591,Mentorship Academy
2953,Merced College
2963,Mercy College
2970,Mercyhurst Univ
902776,Mesa County Valley School District 51
2990,Messiah College
3013,Metro Technology Centers
906580,Metropolitan Educational Solutions
2998,Miami Country Day School
7969,Mid Pacific Institute
2783,Middle Georgia State College
3024,Middlesex County College
901862,Middleton-Cross Plains Area School District
906418,Middletown Board of Education
907807,Midland Christian School
3035,Midland Univ
881346,Mid-Plains Community College
905408,Mid-South Community College
908621,Midtown International School
3047,Midwestern State Univ
907839,Midwestern Univ
3050,Miles College
906665,Miles Community College
905938,Millbrae School District
3085,Milton Academy
908163,MIND Research Institute
3099,Minneapolis Institute of Arts
906318,Minster Local Schools
909770,Missoula County Public Schools
600055,MOC-Floyd Valley CSD
908504,Mohawk Area School District
2756,Molloy College
3135,Monmouth College
3152,Monroe County Community College
906554,Monroe County School District
906412,Monroe Local Schools
909076,Monrovia Unified School District
3141,Montcalm Community College
3137,Montclair Kimberley Academy
3128,Montclair State Univ
710227,Montessori School of Ruston
3143,Montgomery County Community College
906378,Monticello Independent School District
3149,Montreat College
901095,Mooresville Consolidated School Corporation
3175,Morgan State Univ
3185,Morningside College
909133,Morris Elementary School District 54
697402,Mother of God School
600059,Mount Adams School District
3200,Mount Ida College
3239,Mount Wachusett Community College
909249,Mountain BOCES
3199,Mountain State Univ
907409,Mountwest Community & Technical College
3196,Mt Hood Community College
7502,Mt San Antonio Community College
3226,Mt St Mary's College
3238,Mt Vernon Nazarene Univ
657168,Myrtle Point School District
902225,Nash Community College
905790,Nassau County School District
600075,Natalia ISD
907867,National Heritage Academies
903141,National Park College
3291,National Univ
903135,Navarro College
909796,NEA New Hampshire
908823,Neah-Kah-Nie School District 56
3280,Nebraska Wesleyan Univ
657709,Nelson County School Board
3288,Neumann Univ
906301,New Bremen Local School District
909346,New College Institute
697887,New Community Jewish High School
3309,New England College of Optometry
3313,New England School of Law
906246,New Hope Christian College
908864,New Horizon Academy
2341,New Jersey City Univ
909012,New Life Christian School
906337,New River Community and Technical College
902242,New Trier High School
3349,New York Chiropractic College
3346,New York College of Podiatric Medicine (NYCPM)
3354,New York Law School
3344,New York Medical College
906314,Newark City Schools
3298,Newberry College
906705,Newbury Local School District
3342,Newton Country Day School
902958,Newton County Schools
907973,Newton Independent School District
907361,NHTI Concord's Community College
3370,Niagara Univ
3375,Nichols College
901108,Nineveh-Hensley-Jackson United School Corporation
905991,"Noonan Elementary Academy, Inc."
905799,Norfolk Public Schools
900216,Norristown Area School District
908824,North Allegheny School District
3399,North Central Univ
3415,North Dakota State College of Science
901245,North Daviess Community Schools
906536,North Fork Local Schools
3405,North Idaho College
906156,North Knox School Corporation
908506,North Lee Elementary School
7083,North Orange County Community College District
3486,North Shore Community College
901248,North Spencer County School Corp
905929,North Thurston Public Schools
600082,Northeast Christian Academy
901252,Northeast School Corporation
907190,Northeast Texas Community College
906300,Northeastern Local School District
3427,Northern Essex Community College
902745,Northern Greenville Univ
908373,Northern Humboldt Union High School District
3455,Northern State Univ
3470,Northfield Mount Hermon School
905964,Northrise Univ Initiative
908527,"Northshore Charter School, Inc"
900208,Northwest Area Education Agency
900097,Northwest Arkansas Community College
712055,Northwest Louisiana Technical College
3493,Northwest Missouri State Univ
3510,Northwest Nazarene Univ
3522,Northwest State Community College
900009,Northwestern Health Sciences Univ
900544,Northwestern Local School District
3515,Northwestern Oklahoma State Univ
3523,Northwood Univ
900116,Norwalk Public Schools
909505,"NOVA Tech High School/TransCenter for Youth, Inc."
907988,NSI Academy Inc.
600101,Nuview Union School District
906520,Oak Grove High School
909036,Oak Grove Lutheran School
907180,Oak Grove School District 68
1215,Oak Hill School
908530,Oak Hills Christian College
906217,"Oak Park Public Schools, District # 97"
3540,Oakland City Univ
907393,Oakland Schools
3556,Oakwood Univ
3565,Occidental College
3566,Ocean County College
906471,Oconee County School District
600016,Oconto Unified School District
3564,Odessa College
3570,Ohio College of Podiatric Medicine
3600,Oklahoma Baptist Univ
881717,Oklahoma Christian Univ
900549,Olathe Public Schools USD 233
7574,Old Dominion Univ Research Foundation
908769,Omaha Catholic School Consortium
903221,Omni Montessori School
908383,Ontario Montclair School District
909038,Oostburg School District
900761,Orange City School District
907814,Oregon Univ System
906765,Orland School District 135
3637,Otis College of Art and Design
906331,Otsego Local School
3640,Ottawa Univ
3645,Otterbein Univ
3650,Ouachita Baptist Univ
908923,Our Lady of Lourdes
906714,Our Lady of Mt Carmel School
902775,Owensboro Independent School District
908172,Pacific College of Oriental Medicine
907341,Pacific Northwest Univ of Health Sciences
699468,Pacifica Christian High School-Orange County
902714,Paine College
907757,Painesville City Local School District
3689,Palmer College of Chiropractic
906629,Pamlico Community College
907242,Pampa Independent School District
909059,Pana Community Unit School District 8
600073,Panola College
905141,Paramount School of Excellence
909178,Pardeeville Area School District
903199,Paris Independent School District
905917,Parish Episcopal School
908642,Park City School District
600083,Park County School District # 6
2347,Parker Jewish Institute
906838,Parma City School District Exempt
7602,Pasadena City College
3684,Paul Smith's College of Arts & Science
905112,Paulding County School District
906316,Paulding Exempted Village Schools
906599,Peach County Schools
3709,Peirce College
4658,Pellissippi State Tech Comm Coll
3713,Peninsula College
909111,Penn Foster
909236,Pensacola Catholic High School
906283,Peoria Unified School District
600054,Perimeter Church
908009,Perry Street Preparatory Public Charter School
906382,Perrysburg Exempted Village Schools
3750,Peru State College
906303,Petaluma City Schools
906390,Pettisville Local Schools
3752,Pfeiffer Univ
905968,Philadelphia Academy Charter School
3776,Piedmont College
905923,Pike County High School
901256,Pike County School Corp
901434,Pike County Schools
3784,Pikes Peak Community College
908261,"Pine Crest School, Inc"
3785,Pine Manor College
3790,Pittsburgh Theological Seminary
600006,Planada Elementary School District
901118,Plymouth Community School Corp
908260,Plymouth Joint School District
3798,Point Loma Nazarene Univ
3797,Point Park Univ
908986,Point Univ
600080,Pointe Schools
904995,Polk County School District
3796,Polytechnic School
909786,Poquoson City Public Schools
3804,Portland Bible College
906572,Portsmouth Abbey School
905829,Poudre School District
906473,Preclarus Mastery Academy
909590,"Premier Education Group, LP."
906288,"Providence Christian School of Texas, Inc."
8005,PSU/Applied Research Laboratory
903133,Pulaski Technical College
3877,Purnell School
906527,Pymatuning Valley Local School District
3892,Quincy Univ
905835,Ralston Public Schools
3909,Ramapo College of New Jersey
908098,Ramaz School
906525,Rancho Santiago Community College District
4513,Raritan Valley Community College
900578,Ravenna School District
906326,Realm Charter School
903107,Red Hook Central School District
909378,Redding School District
900095,Redlands Community College
907916,Redondo Beach Unified School District
906609,Reed Union School District
3925,Regis College
3930,Reinhardt Univ
600072,Renew Schools
907183,Restoration Academy
600095,Resurrection College Prep High School
908081,Reve Academy
902660,Richard Stockton College of New Jersey
3952,Richmond Community College
906512,Richmond Heights Board of Education
3960,Rider Univ
909766,Ridgeview Classical Schools
900141,Rittners School
901028,River Oaks Baptist School
3970,Riverdale Country School
600037,Riverside Elementary School District #2
668838,Riverside School District 96
905844,Riverside Unified School District
3975,Roanoke College
3979,Robert Louis Stevenson School
3985,Roberts Wesleyan College
713012,Robeson Community College
907243,Robindell Private School
901876,Rochester School District No. 401
908524,Rockdale County Public Schools
701049,Rockhurst High School
908330,Rockville Centre School District
900006,Rocky Mountain College
900582,Rocky River City School Di
901286,Rocky Vista Univ
4023,Rogue Community College
908825,Rohr Bais Chaya Academy
909023,Rolling Hills Local School District
906375,Roman Catholic Diocese of Toledo in America
4044,Rose State College
600025,Rosendale-Brandon School District
881314,Rowan-Cabarrus Community College
902728,Rutgers Preparatory School
908161,Sacred Heart Catholic School
4368,Sacred Heart Univ
600076,Saddle Mountain USD
4082,Saint Ann's School
4215,Saint Joseph's College
600078,Saint Kilian Parish
600030,Saint Leo the Great School
704861,Saint Louis of France Parish School
908564,Saint Louis School
4280,Saint Mary-of-the-Woods College
4362,Saint Peter's Univ
4389,Salem College
905165,Salem Community College
907958,Salem School District #2
701483,Salpointe Catholic High School
5487,Salt Lake Community College
3719,Salus Univ
903103,San Bernardino Community College District
900076,San Francisco Art Institute
4448,San Francisco Conservatory of Music
906192,San Gabriel Unified School District
904922,San Lorenzo Unified School District
906022,San Mateo-Foster City School District
908247,Sandusky City School District
908234,Sandusky Community Schools
600052,Sanger ISD
902996,Sanger Unified School District
906290,Santa Fe Public School District
1078,Santa Fe Univ of Art and Design
905075,Santa Margarita Catholic High School
906238,Santa Maria-Bonita School District
906509,Santa Rosa Charter Academy
4410,Sarah Lawrence College
907865,SASED-School Assoc for Special Education
671925,Saugus Union School District
905120,Savannah Chatham County Board of Education
908001,"Scheck Hillel Community School, Inc."
906548,School Board of Broward County
903163,School Board of Miami-Dade County
906236,School District 5 of Lexington and Richland Counties
908896,School District of Baraboo
909102,School District of Belleville
900197,School District of Hillsborough County
903082,School District of Indian River County
908000,School District of Jefferson
908989,School District of Juda
908324,School District of La Crosse
903089,School District of Manatee County
908342,School District of Mondovi
909077,School District of New Berlin
908298,School District of New Glarus
600099,School District of Oakfield
909020,School District of Reedsburg
900040,School District of St. Lucie County
909374,School District of Thorp
680855,School District of Waupaca
909616,School for Children with Hidden Intelligence
4441,SCI ARC
903180,Scioto County Board of Developmental Disabilities
600028,Sealy Independent School District
907329,Seattle Christian Schools
907772,Seffner Christian Academy
906570,Seminole Public Schools
908453,SFC Holding
905076,SFUSD Student Nutrition Services
4469,Shady Hill School
900122,Shady Side Academy
906313,Shaker Heights City School District
4464,Shaw Univ
906581,Shelby County Educational Service Center
907902,Shelby County Schools
900217,Sheridan College
900207,Sheridan County School District #1
907979,Sheridan County School District #2
908153,Sheridan School
4470,Shimer College
4478,Shorter Univ
901804,Sidney City Schools
4480,Siena College
908082,Silvis School District #34
908745,Simpson Univ
4500,Skagit Valley College
900608,Solon Board of Education
900099,South Arkansas Community College
907857,South Bay Union School District
909419,South Carolina Science Academy
906491,South City Preparatory Academy
4520,South Dakota School of Mines & Tech
906526,South Euclid-Lyndhurst School
900612,South Lake Schools
906304,South Middlesex Regional Voc Tech District
906690,South Redford School District
909792,South Sound Christian Schools
900792,Southeast Arkansas College
900213,Southern Arkansas Univ
906281,Southern Arkansas Univ Tech
7679,Southern College of Optometry
901775,Southern Polytechnic State Univ
840,Southern Wesleyan Univ
906311,Southern WV Comm & Tech College
908151,Southington Local School District
906164,Southwest School Corporation
4466,Southwest Tennessee Community College
4590,Southwestern Assemblies of God Univ
906721,South-Western City Schools
4595,Southwestern College
908462,Southwestern Oregon Community College
900202,Spartanburg Community College
909808,Spence School
907360,Spokane Public Schools
4635,Spring Hill College
906321,Springboro Community Schools
903092,Springfield City Schools
4625,Springfield College
600081,Springfield Local School District
674279,Springfield Platteview Community Schools
906874,Springfield Public School District #19
4626,Springfield Technical Community College
906021,St Albert the Great
880534,St Ambrose Univ
900118,St Andrews - Sewanee School
4080,St Andrews Presbyterian College
903108,St Andrew's Priory School
7859,St Andrews School
4086,St Andrews School
4085,St Anselm College
906592,St Benedict School
4125,St Bonaventure Univ
4126,St Clair County Community College
906614,St Clair R-XIII School District
4145,St Francis College
908259,St Francis of Assisi Catholic School
4150,St Francis Univ
4165,St Georges School
901457,St George's Univ (c/o USSL)
4180,St John Fisher College
902112,St John's Episcopal School
4185,St Johns River State College
4186,St Johns School
902777,St Joseph Cathedral School
903220,St Joseph School
4220,St Joseph's College
4238,St Lawrence Seminary
906591,St Leo School
909795,St Mark's Episcopal School
906550,St Martin de Porres School
908344,St Mary's Catholic School
905142,St Mary's Episcopal School
900120,St Michael's Catholic School
